상호명,대표사진1,대표사진2,주소,맛 평점,가격 평점,응대 평점,평균 평점,전화번호,대표 리뷰,카테고리,분위기 태그,메뉴 정보,링크,운영시간
밥짓고티우림,"<img alt=""밥짓고티우림 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20241113062246091_photo_iy59ZRszbRkD.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""밥짓고티우림 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20241113062246091_photo_iy59ZRszbRkD.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 성북로2길 15,4.0,3.0,3.3,3.43,정보없음,리뷰 없음,정보없음,분위기 깔끔한(4) 격식있는(2) 캐주얼한(2) 숨은맛집(2) 조용한(2)…더보기 고급스러운(1) 토속적인(1) 모던한(1) 서민적인(1) 예쁜(1) 가성비좋은(1),"['연잎보쌈 정식 - 22,000원', '보쌈 한 상 (1인 한상) - 15,000원', '바지락 비빔밥 - 14,000원', '황태탕 - 14,000원', '연잎밥과 장아찌 (1인 한상) - 14,000원', '티우림 정식 - 24,000원', '꿈 정식 - 33,000원', '닭 안심 한 상 (1인 한상) - 14,000원', '희망 정식 - 40,000원', '사랑정식 - 50,000원', '황태 한 상 (1인 한상) - 14,000원', '주꾸미 덮밥 (1인 한상) - 15,000원']",https://www.diningcode.com/profile.php?rid=PhzUzw63Hh19,"['목: : 11:00 - 21:00', '금: 영업시간: 11:00 - 21:00', '토: 영업시간: 11:00 - 21:00', '일: 휴무일', '월: 영업시간: 11:00 - 21:00', '화: 영업시간: 11:00 - 21:00', '수: 영업시간: 11:00 - 21:00']"
땡초곱창 삼선교점,"<img alt=""땡초곱창 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250103101212_photo2_186410de0bd4.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""땡초곱창 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250103101212_photo2_186410de0bd4.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 삼선교로 33,5.0,5.0,5.0,5.0,정보없음,리뷰 없음,정보없음,분위기 숨은맛집(1) 캐주얼한(1),"['땡초곱창 - 13,000원', '야채곱창 - 13,000원', '양념막창 - 14,000원', '소금구이 - 14,000원', '오돌뼈 - 13,000원', '날치알주먹밥 - 3,000원', '치즈볶음밥 - 3,000원', '계란찜 - 3,000원']",https://www.diningcode.com/profile.php?rid=QOQLUjFP5SKm,"['목: : 16:30 - 23:00', '금: 영업시간: 16:30 - 23:00', '토: 영업시간: 16:30 - 23:00', '일: 휴무일', '월: 휴무일', '화: 영업시간: 16:30 - 23:00', '수: 영업시간: 16:30 - 23:00']"
최우수,"<img alt=""최우수 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240716022858_photo2_fa2dc54ba114.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""최우수 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240716022858_photo2_fa2dc54ba114.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 동소문로2길 55,5.0,5.0,5.0,5.0,정보없음,리뷰 없음,정보없음,분위기 깔끔한(2) 조용한(2) 숨은맛집(2) 지역주민이찾는(1) 격식있는(1)…더보기 고급스러운(1) 경관/야경이좋은(1) 예쁜(1) 푸짐한(1) 캐주얼한(1),"['SET1 - 50,000원', '날치알주먹밥 3p - 5,000원', '관자 150g - 20,000원', '한강라면 - 5,000원', 'SET3 - 50,000원']",https://www.diningcode.com/profile.php?rid=QZvIHWt1LzJu,"['목: : 17:30 - 00:00', '금: 영업시간: 17:30 - 00:00', '토: 영업시간: 17:30 - 00:00', '일: 영업시간: 17:30 - 00:00', '월: 휴무일', '화: 영업시간: 17:30 - 00:00', '수: 영업시간: 17:30 - 00:00']"
스시현,"<img alt=""스시현 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240131095202200_menu_9d7c7a5faea0.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""스시현 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240131095202200_menu_9d7c7a5faea0.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 동소문로8길 16,4.3,3.0,5.0,4.1,정보없음,리뷰 없음,정보없음,분위기 서민적인(2) 지역주민이 찾는(1) 깔끔한(1) 조용한(1),"['명품도시락 진 - 35,000원', '명품도시락 선 - 30,000원', '명품도시락 미 - 25,000원', '현모듬초밥 11pcs - 13,000원', '특선초밥 13pcs - 16,000원', '스페셜초밥 13pcs - 19,000원', '프리미엄스페셜초밥 14pcs - 23,000원', '광어초밥 - 18,000원', '연어초밥 - 16,000원', '참치초밥 - 17,000원', '소고기초밥 - 19,000원', '연어롤 - 13,000원', '캘리포니아롤 - 14,000원', '프리미엄롤 - 16,000원', '특모듬사시미 - 33,000원', '스페셜모듬사시미 - 53,000원', '광어사시미 - 33,000원', '연어사시미 - 28,000원', '회덮밥 - 10,000원', '활어회덮밥 - 16,000원', '민물장어덮밥 - 23,000원']",https://www.diningcode.com/profile.php?rid=REKqHEzpYC5I,"['목: : 11:30 - 21:40', '금: 영업시간: 11:30 - 21:40', '토: 영업시간: 11:30 - 21:40', '일: 휴무일', '월: 영업시간: 11:30 - 21:40', '화: 영업시간: 11:30 - 21:40', '수: 영업시간: 11:30 - 21:40']"
역전할머니맥주 서울한성대점,"<img alt=""역전할머니맥주 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250207170026_photo2_c632b50281e8.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""역전할머니맥주 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250207170026_photo2_c632b50281e8.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 삼선교로 34,5.0,5.0,5.0,5.0,정보없음,리뷰 없음,정보없음,분위기 서민적인(1) 캐주얼한(1) 가성비좋은(1) 시끌벅적한(1) 지역주민이찾는(1)…더보기,"['할맥300cc - 3,300원', '할맥500cc - 4,500원', '할매네바지락탕 - 9,000원', '버터구이오징어 - 11,000원', '버터구이오징어입 - 9,000원', '참쥐포 - 7,000원', '튀김쥐포 - 4,000원', '새끼먹태 - 8,000원', '순살치킨 - 9,000원', '양념순살치킨 - 10,000원', '짜빠구리 - 9,000원', '치즈라볶이 - 9,000원', '갈릭빠다포테이토 - 7,000원', '아귀포 - 8,000원', '오징어입 - 8,000원', '염통꼬치 - 8,000원', '살얼음파인애플 - 7,000원', '30cm롱치즈돈까스 - 10,000원']",https://www.diningcode.com/profile.php?rid=RTn8clz0nuYr,"['목: : 16:00 - 04:00', '금: 영업시간: 16:00 - 04:00', '토: 영업시간: 16:00 - 04:00', '일: 영업시간: 16:00 - 04:00', '월: 영업시간: 16:00 - 04:00', '화: 영업시간: 16:00 - 04:00', '수: 영업시간: 16:00 - 04:00']"
투썸플레이스 한성대입구역점,"<img alt=""투썸플레이스 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240922072243_photo2_I4JBSguSyF1Q.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""투썸플레이스 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240922072243_photo2_I4JBSguSyF1Q.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 동소문로 6,4.0,3.5,4.0,3.83,정보없음,리뷰 없음,정보없음,분위기 캐주얼한(3) 깔끔한(3) 서민적인(2) 시끌벅적한(1) 가성비좋은(1)…더보기 지역주민이찾는(1),"['롱블랙/아메리카노 - 4,100원', '숏라떼 - 4,600원', '콜드브루 - 4,500원', '콜드브루 라떼 - 5,000원', '콜드브루 토닉 - 6,000원', '커피프라페-모카칩, 카라멜 - 5,300원', '스트로베리피치/요거프라페 - 5,800원', '망고/그린티/유자프라페 - 5,200원', '밀크쉐이크-바닐라,초코,커피 - 5,500원', '플레인요거트드링크 - 4,300원', '블루베리요거트드링크 - 4,800원', '플레인요거트아이스크림 - 4,300원', '카푸치노 - 4,600원', '와플요거트아이스크림 - 4,800원', '1837 블랙티 - 4,800원', '프렌치 얼그레이/크림카라멜 - 4,800원', '잉글리쉬 블랙퍼스트/카모마일 - 4,800원', '라즈베리/허니레몬 아이스티 - 5,800원', '로얄밀크티 - 5,500원', '마살라 차이라떼 - 5,300원', '그린티 라떼 - 5,200원', '버블밀크티 - 6,000원', '버블 그린티 라떼 - 5,500원', '바닐라라떼/카페모카 - 5,100원', '키위 바나나주스 - 5,500원', '오렌지 자몽주스 - 6,000원', '오린지/자몽/라즈베리/라임레몬에이드 - 5,500원', '바닐라/그린티 - 5,500원', '블랙티/아몬드 롤링 - 6,000원', '고구마라떼 - 5,000원', '유자 레몬티/오렌지 자몽티 - 5,500원', '핫초콜릿/아이스초콜릿 - 4,500원', '스트로베리초콜릿생크림 홀케이크 - 29,000원', '초콜릿크렘슈 - 4,600원', '카라멜 마키아또/화이트모카 - 5,600원', '기프트박스 홀케이크 - 35,000원', '떠먹는 스트로베리 초코 생크림 - 6,300원', '아이스박스 1pc - 5,800원', '티라미수 1pc - 5,600원', '카페 아메리카노 - 4,500원', '카페라떼 - 5,000원', '카페모카 - 5,500원', '요거트프라페 - 5,800원', '에스프레소 - 3,300원', '플로팅라떼 - 6,000원', '티라미수라떼 - 5,800원', '니트로콜드브루 - 4,800원', '니트로콜드브루 라떼 - 5,300원']",https://www.diningcode.com/profile.php?rid=RcS5y6BdZ3Of,"['목: : 09:30 - 20:00', '금: 영업시간: 09:30 - 20:00', '토: 영업시간: 09:30 - 20:00', '일: 영업시간: 09:30 - 20:00', '월: 영업시간: 09:30 - 20:00', '화: 영업시간: 09:30 - 20:00', '수: 영업시간: 09:30 - 20:00']"
스시산,"<img alt=""스시산 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250108184124_photo2_c014405bc42b.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""스시산 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250108184124_photo2_c014405bc42b.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 성북로 5-1,5.0,4.0,4.5,4.5,정보없음,리뷰 없음,정보없음,분위기 캐주얼한(2) 가성비좋은(2) 조용한(2) 깔끔한(2) 지역주민이찾는(2)…더보기 서민적인(1) 푸짐한(1),"['오늘의초밥 - 15,000원']",https://www.diningcode.com/profile.php?rid=SvJt3MZLZkHW,"['목: : 11:00 - 21:30', '금: 영업시간: 11:00 - 21:30', '토: 영업시간: 11:00 - 21:30', '일: 영업시간: 11:00 - 21:30', '월: 휴무일', '화: 영업시간: 11:00 - 21:30', '수: 영업시간: 11:00 - 21:30']"
야끼토끼,"<img alt=""야끼토끼 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250121012815_photo2_9fd7a3318341.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""야끼토끼 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250121012815_photo2_9fd7a3318341.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 동소문로6길 9,5.0,4.0,5.0,4.67,정보없음,리뷰 없음,정보없음,분위기 숨은맛집(1) 시끌벅적한(1) 이국적/이색적(1) 캐주얼한(1),"['닭 부위별 5종 코스 - 18,000원', '야끼토끼 5종 코스 - 20,000원', '모츠나베 - 29,000원', '간사이 오뎅모리 - 24,000원']",https://www.diningcode.com/profile.php?rid=TDrbt6F4crHd,"['목: : 17:50 - 02:00', '금: 영업시간: 17:50 - 03:00', '토: 영업시간: 17:30 - 03:00', '일: 영업시간: 17:30 - 02:00', '월: 영업시간: 17:50 - 02:00', '화: 영업시간: 17:50 - 02:00', '수: 영업시간: 17:50 - 02:00']"
팽팽닭발,"<img alt=""팽팽닭발 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240521055245_photo2_e2d22b54d3d7.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""팽팽닭발 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240521055245_photo2_e2d22b54d3d7.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 삼선교로 33,3.5,3.5,4.0,3.67,정보없음,리뷰 없음,정보없음,분위기 서민적인(2) 시끌벅적한(1) 오래된집(1) 토속적인(1) 조용한(1)…더보기 캐주얼한(1) 숨은맛집(1),"['닭발(국내산) - 12,000원', '윙날개(국내산) - 14,000원', '양푼이비빔밥 - 3,000원', '볶음밥 - 3,000원', '김 주먹밥 - 3,000원', '무뼈닭발(국내산) - 13,000원', '목살(국내산암돼지 한근600g) - 45,000원', '생삼겹살(국내산암돼지 한근600g) - 45,000원', '대패삼겹살(국내산암돼지 200g) - 15,000원', '차돌박이(한우 한근600g) - 70,000원', '항정살(국내산암돼지 한근600g) - 50,000원', '계란찜 - 5,000원', '동치미국수 - 5,000원']",https://www.diningcode.com/profile.php?rid=Tb2VD2P2PqiR,"['목: : 15:00 - 23:00', '금: 영업시간: 15:00 - 23:00', '토: 영업시간: 15:00 - 23:00', '일: 휴무일', '월: 영업시간: 15:00 - 23:00', '화: 영업시간: 15:00 - 23:00', '수: 영업시간: 15:00 - 23:00']"
치킨마루 한성대점,"<img alt=""치킨마루 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20241019101759052_photo_ae9ee822d767.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""치킨마루 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20241019101759052_photo_ae9ee822d767.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 삼선교로10길 6,5.0,4.0,4.0,4.33,,"저녁에는 대부분 만석인 곳
다른 치킨집보다 가격대도 괜찮고 회식으로 오기에 좋은편",치킨,분위기 캐주얼한(1),"['핫크리스피 - 13,000원', '목살로망 페퍼콕콕 - 16,000원', '양념 치킨 - 14,000원', '마늘간장 치킨 - 14,000원', '눈꽃치즈팡 치킨 - 14,000원', '레디핫 치킨 - 14,000원', '쏘이츄 치킨 - 14,000원', '순살 크리스피 치킨 - 13,000원', '순살 양념 치킨 - 15,000원', '순살 마늘간장 치킨 - 15,000원', '순살 눈꽃치즈팡 치킨 - 15,000원', '순살 레디핫 치킨 - 15,000원', '목살로망 할라마요 - 18,000원', '순살 쏘이츄 치킨 - 15,000원', '순살 더블링 양념 - 16,000원', '순살 더블링 간장 - 16,000원', '순살 츄리플 세트 - 24,000원', '윙봉 후라이드 - 14,500원', '씩스팩 - 29,000원', '츄리플 세트 - 22,000원', '마루콤보 - 17,000원', '마루스틱 - 17,000원', '더블링 양념 - 15,000원', '더블링 간장 - 15,000원', '크리스피 치킨 - 12,000원']",https://www.diningcode.com/profile.php?rid=UP7Z1UsUC0vk,"['목: 확인 필요', '금: 확인필요', '토: 확인필요', '일: 확인필요', '월: 확인필요', '화: 확인필요', '수: 확인필요']"
상주집감자탕,"<img alt=""상주집감자탕 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240616030642835_photo_523a31b3e1c1.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""상주집감자탕 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240616030642835_photo_523a31b3e1c1.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 동소문로2길 83,5.0,5.0,4.0,4.67,정보없음,리뷰 없음,정보없음,분위기 서민적인(2) 숨은맛집(2) 캐주얼한(2) 가성비좋은(2) 지역주민이찾는(2)…더보기 푸짐한(1) 조용한(1),"['닭도리탕 대 - 10,000원', '닭도리탕 소 - 5,000원', '감자탕 대 - 10,000원', '감자탕 소 - 5,000원', '병어조림 - 10,000원']",https://www.diningcode.com/profile.php?rid=UbfBmzVhk78W,"['목: 확인 필요', '금: 확인필요', '토: 확인필요', '일: 확인필요', '월: 확인필요', '화: 확인필요', '수: 확인필요']"
돈천동식당 김치나베돈카츠전문점,"<img alt=""돈천동식당 김치나베돈카츠전문점 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250310103310_photo1_c7987e47105a.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""돈천동식당 김치나베돈카츠전문점 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250310103310_photo1_c7987e47105a.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 삼선교로14길 25,4.3,5.0,4.3,4.53,,연극배우분들이 자주오는 곳이라네요.  맛도좋고 가격도 무한리필이라 좋지만 분위기는 좀 아쉽네요.,"돈까스, 김치나베",분위기 푸짐한(1) 숨은맛집(1),"['김치나베우동셋트 - 13,500원', '김치나베치즈돈카츠 - 13,500원', '비빔냉면 - 9,500원', '치즈돈카츠와나베우동셋트 - 17,500원', '카레돈카츠덮밥 - 11,500원', '치즈돈카츠 - 11,500원', '김치나베돈카츠 - 11,500원', '직화고기덮밥 - 11,000원', '가츠동 - 11,000원', '생선까스 - 11,000원', '수제돈카츠 - 10,500원', '냉우동미니돈카츠 - 10,000원', '냉모밀미니돈카츠 - 10,000원', '물냉면 - 9,500원', '공기밥추가 - 1,000원', '돈카츠추가 - 5,500원', '김치나베추가 - 5,000원', '미니우동 - 1,500원', '계란추가 - 500원']",https://www.diningcode.com/profile.php?rid=VmhCjJah5sAs,"['목: : 08:00 - 20:00', '금: 영업시간: 08:00 - 20:00', '토: 영업시간: 08:00 - 20:00', '일: 영업시간: 08:00 - 20:00', '월: 영업시간: 08:00 - 20:00', '화: 영업시간: 08:00 - 20:00', '수: 영업시간: 08:00 - 20:00']"
박성춘남원추어탕,"<img alt=""박성춘남원추어탕 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20241213120601_photo2_3f37281b1da0.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""박성춘남원추어탕 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20241213120601_photo2_3f37281b1da0.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 보문로35길 3,5.0,5.0,4.0,4.67,정보없음,리뷰 없음,정보없음,분위기 숨은맛집(2) 서민적인(2) 가성비좋은(2) 깔끔한(2) 지역주민이찾는(2)…더보기 캐주얼한(1) 푸짐한(1),"['추어탕 - 11,000원', '삼계탕 参鶏湯（サムゲタン） - 15,000원', '미꾸라지튀김(대) - 15,000원', '닭볶음탕 - 40,000원']",https://www.diningcode.com/profile.php?rid=VtTwniZtP9tb,"['목: : 11:00 - 20:00', '금: 영업시간: 11:00 - 20:00', '토: 영업시간: 11:00 - 20:00', '일: 영업시간: 11:00 - 20:00', '월: 영업시간: 11:00 - 20:00', '화: 영업시간: 11:00 - 20:00', '수: 영업시간: 11:00 - 20:00']"
니모스,"<img alt=""니모스 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20200909103144_photo7_e829952808f4.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""니모스 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20200909103144_photo7_e829952808f4.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 성북로8길 26-1,5.0,5.0,5.0,5.0,,"한성대에 위치한 쌀디저트 카페에요 밀가루를 사용하지 않아서 디저트들을 부담스럽지 않게 먹을 수 있고 커피도 맛있어요
매장에 테이블은 세개정도 있고 카페도 귀여워요 ㅋㅋ 사장님도 친","쌀디저트, 카페",분위기 숨은맛집(2) 예쁜(2) 깔끔한(2) 고급스러운(1) 지역주민이찾는(1)…더보기 조용한(1) 가성비좋은(1) 캐주얼한(1),"['쌀 생크림케이크 - ', '쌀 크림치즈케이크 - ']",https://www.diningcode.com/profile.php?rid=XTvviBjOvEr0,"['목: : 11:00 - 19:00', '금: 영업시간: 11:00 - 19:00', '토: 영업시간: 11:00 - 17:00', '일: 휴무일', '월: 휴무일', '화: 영업시간: 11:00 - 19:00', '수: 영업시간: 11:00 - 19:00']"
종로곱창,"<img alt=""종로곱창 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240720104813_photo2_d853fdeb330f.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""종로곱창 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240720104813_photo2_d853fdeb330f.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 동소문로6길 8,4.5,4.8,4.0,4.43,정보없음,리뷰 없음,정보없음,분위기 서민적인(6) 시끌벅적한(4) 지역주민이 찾는(2) 푸짐한(2) 캐주얼한(2)…더보기 아담한(1) 숨은맛집(1) 지역주민이찾는(1) 가성비좋은(1),"['막창구이 - 14,000원', '야채곱창 - 12,000원', '철판닭갈비 - 12,000원', '뼈없는닭발 - 12,000원', '모듬사리 - 2,000원', '야채볶음밥 - 2,000원']",https://www.diningcode.com/profile.php?rid=XaJHHKtJpOse,"['목: : 16:00 - 00:00', '금: 영업시간: 16:00 - 00:00', '토: 영업시간: 14:00 - 00:00', '일: 휴무일', '월: 영업시간: 16:00 - 00:00', '화: 영업시간: 16:00 - 00:00', '수: 영업시간: 16:00 - 00:00']"
아해,"<img alt=""아해 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240310044600_photo2_6fc4a1aeb867.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""아해 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240310044600_photo2_6fc4a1aeb867.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 동소문로13길 25-2,5.0,3.0,5.0,4.33,,카페 내부도 예쁘고 라떼아트가 특히 맘에 들어요! 라떼아트 때문에 방문 했는데 케이크도 맛있어요✨,"케이크, 컵케이크",분위기 예쁜(2) 깔끔한(2) 조용한(1),['레터링 케이크 - '],https://www.diningcode.com/profile.php?rid=YJx6D4MtmdzK,"['목: 확인 필요', '금: 확인필요', '토: 확인필요', '일: 확인필요', '월: 확인필요', '화: 확인필요', '수: 확인필요']"
성북동막걸리,"<img alt=""성북동막걸리 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250405014727214_photo_fepyMr9BhR0u.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""성북동막걸리 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250405014727214_photo_fepyMr9BhR0u.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 동소문로2길 25,5.0,4.0,4.0,4.33,정보없음,리뷰 없음,정보없음,분위기 서민적인(2) 숨은맛집(1) 경관/야경이좋은(1) 이국적/이색적(1),"['파전 - 15,000원', '김치전 - 14,000원', '제육볶음 - 18,000원', '오징어볶음 - 18,000원', '두부김치 - 17,000원', '들기름 두부구이 - 14,000원', '머리고기 + 부추김치 - 17,000원', '홍어 + 묵은지 - 15,000원', '계란말이 - 17,000원', '오징어 데침 - 15,000원', '과메기 - 25,000원', '먹태 - 17,000원', '감자전 - 14,000원', '꼬막데침 - 20,000원', '김제 송명섭막걸리 - 9,000원', '해남 해창 찹쌀막걸리 - 14,000원', '김포 금쌀 선호막걸리 - 5,500원', '양평 지평막걸리 - 4,500원', '청양 술공방 9.0 - 10,000원', '부산 금정산성 막걸리 - 7,000원', '화성 호랑이 막걸리 - 6,000원', '포천 느린마을 막걸리 - 7,000원', '부여 알밤 막걸리 - 4,500원', '늙은호박전 - 15,000원', '종로 광화문 막걸리 - 4,500원', '서울 장수 막걸리 - 4,000원', '어리+두부+부추김치 - 17,000원', '김치찌개 - 17,000원', '오뎅탕 - 15,000원', '계란찜 - 13,000원', '닭도리탕 - 40,000원', '한산소곡주 - 20,000원', '황금보리 - 14,000원', '소주 - 5000~6000', '부추전 - 13,000원', '맥주(카스/테라/켈리) - 5,000원', '클라우드맥주 - 6,000원', '음료수 - 2,000원', '고등어구이 - 14,000원', '임연수구이 - 17,000원', '황태양념구이 - 17,000원', '새우소금구이 - 20,000원', '간재미찜 - 19,000원']",https://www.diningcode.com/profile.php?rid=ZBx0N69EoCy9,"['목: : 16:00 - 02:00', '금: 영업시간: 16:00 - 02:00', '토: 영업시간: 15:00 - 02:00', '일: 영업시간: 15:00 - 02:00', '월: 영업시간: 16:00 - 02:00', '화: 영업시간: 16:00 - 02:00', '수: 영업시간: 16:00 - 02:00']"
다다미,"<img alt=""다다미 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240515121127_photo2_76df10302b94.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""다다미 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240515121127_photo2_76df10302b94.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 동소문로 21-1,5.0,5.0,5.0,5.0,정보없음,리뷰 없음,정보없음,분위기 서민적인(1) 가성비좋은(1) 지역주민이찾는(1),"['돈까스&왕새우튀김 덮밥 - 9,500원', '왕새우튀김 덮밥 - 9,500원', '자루소바(판모밀) - 8,500원', '돈까스 덮밥 - 8,500원', '가쯔면 - 9,500원', '김치우동 - 9,000원', '얼큰순두부우동 - 9,500원', '육개장우동 - 9,000원', '가츠나베 - 11,000원', '김치 가츠나베 - 11,000원', 'B세트(냉소바 + 돈까스 1접시) - 13,000원']",https://www.diningcode.com/profile.php?rid=ZDzG4dCF9q3f,"['목: : 11:00 - 21:00', '금: 영업시간: 11:00 - 21:00', '토: 영업시간: 11:00 - 21:00', '일: 휴무일', '월: 영업시간: 11:00 - 21:00', '화: 영업시간: 11:00 - 21:00', '수: 영업시간: 11:00 - 21:00']"
